lat_wrf,lon_wrf,temperatura,viento,lluvia,humedad,nubosidad
33.438255,2.1304932,36.2,6.8,0.0,8.4,0.0
33.435036,2.184967,35.8,6.9,0.0,8.5,0.0
33.43179,2.2394714,35.6,7.1,0.0,8.6,0.0
33.4285,2.2939148,35.7,7.5,0.0,8.6,0.0
33.425194,2.3483887,35.7,7.9,0.0,8.6,0.0
33.421852,2.4028625,35.8,8.3,0.0,8.6,0.0
33.41849,2.457306,35.9,8.8,0.0,8.6,0.0
33.415077,2.5117493,35.9,9.1,0.0,8.6,0.0
33.411648,2.5661926,36.0,9.2,0.0,8.6,0.0
33.40818,2.620636,36.0,9.3,0.0,8.7,0.0
33.404682,2.6750793,35.9,9.4,0.0,8.8,0.0
33.401157,2.7294922,36.0,9.4,0.0,8.9,0.0
33.397594,2.7839355,36.1,9.2,0.0,8.9,0.0
33.394016,2.8383484,36.1,9.1,0.0,8.9,0.0
33.3904,2.8927612,36.2,8.7,0.0,8.9,0.0
33.38674,2.9471436,36.3,8.5,0.0,8.9,0.0
33.383064,3.0015564,36.4,8.3,0.0,8.8,0.0
33.379353,3.0559387,36.4,8.5,0.0,8.8,0.0
33.37561,3.110321,36.4,8.7,0.0,8.7,0.0
33.371826,3.1647034,36.5,9.1,0.0,8.6,0.0
33.368034,3.2190857,36.6,9.4,0.0,8.5,0.0
33.364197,3.273468,36.7,9.6,0.0,8.3,0.0
33.360332,3.3278198,36.7,9.9,0.0,8.1,0.0
33.356438,3.3821716,36.6,10.2,0.0,8.0,0.0
33.35251,3.4365234,36.6,10.4,0.0,7.8,0.0
33.34855,3.4908752,36.6,10.6,0.0,7.6,0.0
33.34456,3.5451965,36.7,10.7,0.0,7.5,0.0
33.340546,3.5995178,36.0,10.9,0.0,7.6,0.0
33.336487,3.653839,36.3,11.1,0.0,7.5,0.0
33.332413,3.7081604,36.7,11.2,0.0,7.4,0.0
33.328293,3.7624817,37.0,11.4,0.0,7.3,0.0
33.324158,3.8167725,37.0,11.3,0.0,7.3,0.0
33.31998,3.8710632,37.0,11.2,0.0,7.4,0.0
33.31578,3.925354,37.2,11.1,0.0,7.4,0.0
33.311543,3.9796448,37.4,11.2,0.0,7.4,0.0
33.307285,4.0339355,37.6,11.0,0.0,7.4,0.0
33.30299,4.088196,37.5,10.6,0.0,7.6,0.0
33.29866,4.142456,37.5,10.4,0.0,7.6,0.0
33.294304,4.1967163,37.6,10.1,0.0,7.6,0.0
33.289913,4.250946,37.9,9.9,0.0,7.6,0.0
33.285496,4.3052063,38.3,9.6,0.0,7.4,0.0
33.281055,4.359436,38.4,9.2,0.0,7.4,0.0
33.276573,4.413666,37.9,8.8,0.0,7.6,0.0
33.27206,4.467865,37.9,8.3,0.0,7.5,0.0
33.267525,4.5220947,38.2,8.1,0.0,7.4,0.0
33.26294,4.576294,38.4,8.0,0.0,7.4,0.0
33.258343,4.630493,38.5,7.9,0.0,7.3,0.0
33.25371,4.684662,38.7,7.9,0.0,7.3,0.0
33.249054,4.738861,39.1,8.0,0.0,7.2,0.0
33.244354,4.79303,39.2,7.9,0.0,7.2,0.0
33.239628,4.8471985,39.2,7.6,0.0,7.2,0.0
33.234875,4.901367,39.2,7.5,0.0,7.3,0.0
33.23009,4.9555054,39.2,7.2,0.0,7.3,0.0
33.225277,5.0096436,39.4,6.9,0.0,7.3,0.0
33.220425,5.0637817,39.3,6.5,0.0,7.4,0.0
33.215546,5.11792,40.1,6.3,0.0,7.3,0.0
33.21064,5.1720276,40.6,5.7,0.0,7.2,0.0
33.255917,-12.1779175,21.7,21.5,0.0,83.4,44.6
33.260838,-12.123749,21.7,21.1,0.0,83.3,44.3
33.26571,-12.069611,21.7,20.8,0.0,83.3,44.4
33.270565,-12.015411,21.7,20.5,0.0,83.4,44.5
33.27538,-11.961243,21.7,20.2,0.0,83.3,44.3
33.280167,-11.907043,21.8,20.1,0.0,83.1,43.7
33.28493,-11.852875,21.9,19.9,0.0,82.9,42.9
33.289654,-11.798676,21.9,19.7,0.0,82.7,42.3
33.294353,-11.744446,22.0,19.6,0.0,82.7,42.2
33.299023,-11.690247,22.0,19.7,0.0,82.8,42.7
33.30366,-11.636017,22.0,19.7,0.0,83.1,43.6
33.308266,-11.581787,22.0,19.9,0.0,83.4,44.8
33.312843,-11.527527,22.0,20.0,0.0,83.8,46.1
33.317387,-11.473297,22.0,20.2,0.0,84.2,47.3
33.321903,-11.419037,22.0,20.4,0.0,84.6,48.7
33.326385,-11.364777,22.0,20.7,0.0,85.1,50.2
33.330837,-11.310486,22.0,21.0,0.0,85.6,51.8
33.335266,-11.256226,22.0,21.3,0.0,86.0,53.2
33.339653,-11.201935,22.0,21.5,0.0,86.4,54.6
33.344013,-11.147644,22.0,21.6,0.0,86.8,55.9
33.348347,-11.093353,22.1,21.7,0.0,87.1,57.0
33.352642,-11.039032,22.1,21.7,0.0,87.4,57.9
33.35691,-10.984741,22.1,21.7,0.0,87.6,58.6
33.36114,-10.93042,22.1,21.6,0.0,87.7,59.0
33.36536,-10.876099,22.1,21.4,0.0,87.8,59.3
33.369534,-10.821747,22.2,21.2,0.0,87.9,59.5
33.373672,-10.767426,22.2,21.0,0.0,87.9,59.6
33.37779,-10.713074,22.2,20.9,0.0,87.9,59.6
33.381874,-10.658722,22.2,20.8,0.0,87.9,59.6
33.385925,-10.60437,22.2,20.8,0.0,87.9,59.5
33.389954,-10.549988,22.2,20.7,0.0,87.8,59.4
33.393948,-10.495636,22.2,20.7,0.0,87.8,59.2
33.397907,-10.441254,22.3,20.6,0.0,87.7,59.1
33.401836,-10.386871,22.3,20.5,0.0,87.7,58.9
33.40574,-10.3324585,22.3,20.5,0.0,87.6,58.7
33.4096,-10.278076,22.4,20.5,0.0,87.5,58.4
33.413437,-10.223663,22.4,20.5,0.0,87.4,58.1
33.417244,-10.1692505,22.4,20.3,0.0,87.3,57.7
33.42102,-10.114838,22.5,20.2,0.0,87.2,57.3
33.424778,-10.060425,22.5,20.1,0.0,87.1,56.8
33.42848,-10.005981,22.5,20.1,0.0,86.9,56.2
33.43216,-9.951538,22.6,20.0,0.0,86.6,55.4
33.435818,-9.897095,22.6,19.8,0.0,86.3,54.4
33.43945,-9.842651,22.6,19.7,0.0,86.0,53.3
33.443035,-9.788208,22.7,19.6,0.0,85.7,52.3
33.446594,-9.733765,22.7,19.5,0.0,85.4,51.4
33.450127,-9.679291,22.7,19.3,0.0,85.2,50.7
33.453625,-9.624817,22.7,19.1,0.0,85.1,50.2
33.45709,-9.570343,22.7,18.9,0.0,84.9,49.7
33.460526,-9.515869,22.8,18.7,0.0,84.8,49.2
33.46394,-9.461365,22.8,18.5,0.0,84.6,48.7
33.467308,-9.406891,22.8,18.2,0.0,84.5,48.2
33.470654,-9.352386,22.8,17.9,0.0,84.3,47.6
33.47397,-9.297882,22.9,17.6,0.0,84.2,47.2
33.47725,-9.243378,22.9,17.4,0.0,84.0,46.7
33.480507,-9.188843,22.9,17.1,0.0,83.9,46.2
33.483727,-9.134338,22.9,16.7,0.0,83.8,45.9
33.486908,-9.079803,23.0,16.6,0.0,83.7,45.5
33.490067,-9.025269,23.0,16.3,0.0,83.6,45.1
33.493195,-8.970764,23.0,16.1,0.0,83.4,44.7
33.496292,-8.916199,23.1,15.8,0.0,83.3,44.1
33.499363,-8.861664,23.1,15.4,0.0,83.1,43.5
33.502396,-8.807129,23.1,15.1,0.0,82.9,42.9
33.5054,-8.752563,23.1,14.8,0.0,82.7,42.3
33.50837,-8.697998,23.2,14.4,0.0,82.5,41.8
33.51131,-8.643433,23.2,14.1,0.0,82.4,41.4
33.514225,-8.588867,23.2,13.5,0.0,82.3,40.9
33.517105,-8.534302,23.2,13.1,0.0,82.2,40.5
33.51995,-8.479706,23.2,12.8,0.0,82.0,40.0
33.522778,-8.42514,23.2,12.5,0.0,82.0,40.0
33.525562,-8.370544,23.1,12.3,0.0,82.0,40.1
33.52832,-8.3159485,23.0,12.2,0.0,81.9,39.7
33.53104,-8.261353,23.0,12.2,0.0,81.5,38.3
33.533733,-8.206757,23.2,12.2,0.0,80.7,35.5
33.5364,-8.152161,23.4,12.4,0.0,80.0,33.4
33.539036,-8.097534,23.6,12.1,0.0,81.1,37.1
33.54163,-8.042908,23.8,11.5,0.0,81.2,37.2
33.5442,-7.988312,24.1,10.6,0.0,80.9,36.5
33.54674,-7.9336853,24.4,9.5,0.0,80.8,36.0
33.549248,-7.879059,24.7,9.2,0.0,79.1,30.2
33.55173,-7.8244324,25.0,9.6,0.0,76.5,21.6
33.554173,-7.7697754,28.4,12.3,0.0,46.7,0.0
33.556587,-7.715149,29.0,11.1,0.0,42.6,0.0
33.558975,-7.660492,29.4,10.5,0.0,39.0,0.0
33.561325,-7.6058655,30.1,10.9,0.0,35.9,0.0
33.56365,-7.5512085,30.4,11.6,0.0,33.6,0.0
33.565937,-7.4965515,30.6,11.9,0.0,31.3,0.0
33.568195,-7.4418945,31.0,14.1,0.0,30.3,0.0
33.570423,-7.3872375,31.6,14.9,0.0,28.9,0.0
33.572617,-7.3325806,31.8,15.2,0.0,26.9,0.0
33.574787,-7.277893,32.1,15.1,0.0,24.8,0.0
33.57692,-7.223236,32.5,15.0,0.0,22.7,0.0
33.579025,-7.1685486,32.9,14.2,0.0,20.6,0.0
33.581104,-7.113861,32.9,13.3,0.0,18.6,0.0
33.58314,-7.0591736,33.1,13.1,0.0,17.3,0.0
33.58516,-7.004486,33.6,12.9,0.0,16.0,0.0
33.58713,-6.9497986,34.1,12.9,0.0,14.1,0.0
33.589077,-6.895111,33.7,12.3,0.0,13.8,0.0
33.591,-6.8404236,34.0,11.9,0.0,13.0,0.0
33.592884,-6.785736,34.8,11.7,0.0,11.8,0.0
33.594738,-6.731018,35.1,11.1,0.0,11.3,0.0
33.59657,-6.6763,34.9,10.5,0.0,10.9,0.0
33.598354,-6.6216125,35.0,9.7,0.0,10.5,0.0
33.600117,-6.5668945,34.7,9.1,0.0,10.3,0.0
33.60185,-6.5121765,34.6,8.8,0.0,10.0,0.0
33.603546,-6.4574585,35.3,8.3,0.0,9.5,0.0
33.605225,-6.4027405,35.5,8.1,0.0,9.4,0.0
33.606853,-6.3480225,35.5,8.2,0.0,9.4,0.0
33.608463,-6.2933044,35.6,8.1,0.0,9.4,0.0
33.610043,-6.238556,35.6,9.4,0.0,9.4,0.0
33.611576,-6.183838,35.5,10.3,0.0,9.3,0.0
33.6131,-6.12912,34.4,11.0,0.0,9.4,0.0
33.61458,-6.0743713,33.8,11.5,0.0,9.5,0.0
33.616028,-6.019623,34.2,11.9,0.0,9.2,0.0
33.617447,-5.964905,33.6,12.3,0.0,9.3,0.0
33.61884,-5.9101562,34.5,12.3,0.0,9.0,0.0
33.620186,-5.8554077,35.2,12.4,0.0,8.9,0.0
33.621513,-5.800659,34.8,12.6,0.0,9.4,0.0
33.62281,-5.7459106,33.2,15.5,0.0,9.6,0.0
33.624073,-5.691162,33.0,15.8,0.0,9.6,0.0
33.625313,-5.6364136,32.9,15.2,0.0,9.9,0.0
33.626507,-5.581665,32.0,15.7,0.0,10.1,0.0
33.62767,-5.526886,31.9,15.7,0.0,10.2,0.0
33.62882,-5.4721375,31.9,16.1,0.0,10.4,0.0
